0,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,125,160,0,0,0
1,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,125,160,0,0,0
2,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,125,160,0,0,0
3,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,125,160,0,0,0
4,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,125,160,0,0,0
5,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
6,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
7,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
8,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
9,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
10,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,125,160,0,0,0
11,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,125,160,0,0,0
12,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,125,160,0,0,0
13,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,125,160,0,0,0
14,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,125,160,0,0,0
15,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
16,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
17,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
18,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
19,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
20,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
21,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
22,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
23,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
24,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
25,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
26,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
27,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
28,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
29,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
30,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,125,160,0,0,0
31,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,125,160,0,0,0
32,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,125,160,0,0,0
33,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,125,160,0,0,0
34,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,125,160,0,0,0
35,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
36,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
37,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
38,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
39,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
40,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
41,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
42,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
43,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
44,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
45,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
46,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
47,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
48,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
49,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
50,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
51,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
52,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
53,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
54,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
55,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
56,60,{'Description': 'N/A'},10-10,Left or right ear lobe,"Electro-Cap International, Inc.",motion,64,continuous,123,160,0,0,0
